experiment,image_name,query_idx,query_text,run_idx,elapsed_s,requests_in_call,avg_prompt_tokens,avg_output_tokens,total_output_tokens,throughput_output_tok_per_s,avg_first_token_latency_s,sample_text
baseline,guatemala-volcano_00000003_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.8979487661272287,1,1066.0,86.0,86,95.77383837934336,,"- A dark, rugged lava flow has advanced across the landscape, visibly encroaching on green terrain and partially destroying vegetation and structures.
- Two buildings remain standing near the edge of the lava field, suggesting they are eith"
baseline,guatemala-volcano_00000003_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.41050717048347,1,1072.0,128.0,128,90.74750038748567,,"This is a high-resolution, top-down aerial photograph of a lush, expansive golf course nestled within a dense, green forested landscape. The scene is dominated by the manicured, vibrant green fairways that meander through the terrain, creat"
baseline,guatemala-volcano_00000003_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2310667904093862,1,1071.0,128.0,128,103.97486228788134,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (width, height) is the bottom-right):

1. **Golf Course Fairways** – Located"
baseline,guatemala-volcano_00000003_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.2307290118187666,1,1066.0,128.0,128,104.00339861237373,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Water Accumulation and Flooding Risk**: There is a noticeable patch of water or standing water in the center of the image, adjacent to the golf course. T"
baseline,guatemala-volcano_00000003_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.8188362810760736,1,1066.0,78.0,78,95.25713723565876,,"- A lush, green golf course is nestled among dense forested hills, with winding fairways, sand traps, and a small body of water visible.
- Several small buildings or structures are scattered across the wooded areas, likely clubhouse or main"
baseline,guatemala-volcano_00000003_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.2318107951432467,1,1072.0,128.0,128,103.9120622295853,,"This is a high-resolution, top-down aerial photograph of a lush, expansive golf course nestled within a dense, green forested landscape. The scene is dominated by the manicured, vibrant green fairways that meander through the terrain, creat"
baseline,guatemala-volcano_00000003_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2306676730513573,1,1071.0,128.0,128,104.00858233533725,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (width, height) is the bottom-right):

1. **Golf Course Fairways** – Located"
baseline,guatemala-volcano_00000003_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.2313871616497636,1,1066.0,128.0,128,103.94781104304408,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Water Accumulation and Flooding Risk**: There is a noticeable patch of water or standing water in the center of the image, adjacent to the golf course. T"
baseline,guatemala-volcano_00000003_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.812215811572969,1,1066.0,78.0,78,96.03358970436952,,"- A lush, green golf course is nestled among dense forested hills, with winding fairways, sand traps, and a small body of water visible.
- Several small buildings or structures are scattered across the wooded areas, likely clubhouse or main"
baseline,guatemala-volcano_00000003_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.231722173281014,1,1072.0,128.0,128,103.9195386562203,,"This is a high-resolution, top-down aerial photograph of a lush, expansive golf course nestled within a dense, green forested landscape. The scene is dominated by the manicured, vibrant green fairways that meander through the terrain, creat"
baseline,guatemala-volcano_00000003_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2320306356996298,1,1071.0,128.0,128,103.89352041340514,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (width, height) is the bottom-right):

1. **Golf Course Fairways** – Located"
baseline,guatemala-volcano_00000003_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.2343211863189936,1,1066.0,128.0,128,103.70072345733854,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Water Accumulation and Flooding Risk**: There is a noticeable patch of water or standing water in the center of the image, adjacent to the golf course. T"
baseline,guatemala-volcano_00000003_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.814886256121099,1,1066.0,78.0,78,95.71888029046417,,"- A lush, green golf course is nestled among dense forested hills, with winding fairways, sand traps, and a small body of water visible.
- Several small buildings or structures are scattered across the wooded areas, likely clubhouse or main"
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.3992241341620684,1,1072.0,128.0,128,91.47926831368827,,"This is a high-altitude, aerial satellite image capturing a dramatic and partially obscured landscape, likely a mountainous or hilly region. The scene is divided into two distinct zones by a visible boundary, with atmospheric conditions sig"
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2404018500819802,1,1071.0,128.0,128,103.19236462888237,,"Based on the satellite imagery, here are the top 10 visible objects and their locations:

1. **Clouds** – Located in the upper left quadrant, partially obscuring the landscape. They appear as white and gray patches drifting over the terrain"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.2411806909367442,1,1066.0,128.0,128,103.1276114224721,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Volcanic Activity or Lava Flow** – The dark, fluid, and textured terrain in the lower-left quadrant strongly suggests recent volcanic activity. The brown"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.9134251968935132,1,1066.0,89.0,89,97.43545536370351,,"- **Cloud-covered terrain**: Thick, swirling clouds partially obscure a rugged, earth-toned landscape, suggesting a mountainous or volcanic region.
- **Contrasting vegetation**: On the right, terraced green fields and dense forest contrast "
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.2422662116587162,1,1072.0,128.0,128,103.03749614914668,,"This is a high-altitude, aerial satellite image capturing a dramatic and partially obscured landscape, likely a mountainous or hilly region. The scene is divided into two distinct zones by a visible boundary, with atmospheric conditions sig"
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2467227475717664,1,1071.0,128.0,128,102.66917825098223,,"Based on the satellite imagery, here are the top 10 visible objects and their locations:

1. **Clouds** – Located in the upper left quadrant, partially obscuring the landscape. They appear as white and gray patches drifting over the terrain"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.2519198721274734,1,1066.0,128.0,128,102.24296526460661,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Volcanic Activity or Lava Flow** – The dark, fluid, and textured terrain in the lower-left quadrant strongly suggests recent volcanic activity. The brown"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9207666050642729,1,1066.0,89.0,89,96.65858808355401,,"- **Cloud-covered terrain**: Thick, swirling clouds partially obscure a rugged, earth-toned landscape, suggesting a mountainous or volcanic region.
- **Contrasting vegetation**: On the right, terraced green fields and dense forest contrast "
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.2566728685051203,1,1072.0,128.0,128,101.8562612498055,,"This is a high-altitude, aerial satellite image capturing a dramatic and partially obscured landscape, likely a mountainous or hilly region. The scene is divided into two distinct zones by a visible boundary, with atmospheric conditions sig"
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2671239972114563,1,1071.0,128.0,128,101.0161596510586,,"Based on the satellite imagery, here are the top 10 visible objects and their locations:

1. **Clouds** – Located in the upper left quadrant, partially obscuring the landscape. They appear as white and gray patches drifting over the terrain"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.2681995201855898,1,1066.0,128.0,128,100.93049079632858,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Volcanic Activity or Lava Flow** – The dark, fluid, and textured terrain in the lower-left quadrant strongly suggests recent volcanic activity. The brown"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9363387254998088,1,1066.0,89.0,89,95.05107241238221,,"- **Cloud-covered terrain**: Thick, swirling clouds partially obscure a rugged, earth-toned landscape, suggesting a mountainous or volcanic region.
- **Contrasting vegetation**: On the right, terraced green fields and dense forest contrast "
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.4313231324777007,1,1072.0,128.0,128,89.42774492746778,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2703054193407297,1,1071.0,128.0,128,100.7631692750159,,"Based on the satellite image provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire central and right portions of the image. These are the most prominent features, showing ro"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.27493055164814,1,1066.0,128.0,128,100.39762545068095,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.7203374104574323,1,1066.0,64.0,64,88.84725278860417,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.2753920229151845,1,1072.0,128.0,128,100.36129887924835,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2814595038071275,1,1071.0,128.0,128,99.88610613111133,,"Based on the satellite image provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire central and right portions of the image. These are the most prominent features, showing ro"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.2649791529402137,1,1066.0,128.0,128,101.18743830875577,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.7245519375428557,1,1066.0,64.0,64,88.33045180589906,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.2748693712055683,1,1072.0,128.0,128,100.40244349031461,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2761368956416845,1,1071.0,128.0,128,100.30271864809401,,"Based on the satellite image provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire central and right portions of the image. These are the most prominent features, showing ro"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.27548024430871,1,1066.0,128.0,128,100.35435716950202,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.7174465702846646,1,1066.0,64.0,64,89.20524907465433,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.4461434911936522,1,1072.0,128.0,128,88.51127206910037,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2763655250892043,1,1071.0,128.0,128,100.28475188645837,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.2766343830153346,1,1066.0,128.0,128,100.26363201786215,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.9645168706774712,1,1066.0,92.0,92,95.38454204059668,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.2770256707444787,1,1072.0,128.0,128,100.2329106864224,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2760857222601771,1,1071.0,128.0,128,100.3067409713581,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.2738496521487832,1,1066.0,128.0,128,100.48281583629921,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.966336278244853,1,1066.0,92.0,92,95.20495304915872,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.277798849157989,1,1072.0,128.0,128,100.17226113824265,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2765176454558969,1,1071.0,128.0,128,100.27280112864084,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.27757497318089,1,1066.0,128.0,128,100.18981483435545,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9672371288761497,1,1066.0,92.0,92,95.11628250550768,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.4526804266497493,1,1072.0,128.0,128,88.11297905018282,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural area. The scene is dominated by a winding, light-gray riverbed or stream that cuts diagonally across the frame f"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2741194069385529,1,1071.0,128.0,128,100.46154175420473,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and the image dimensions are roughly 1000x1000 pixels):

1. **River/Stream** – L"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.2760523008182645,1,1066.0,128.0,128,100.30936813320301,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability:** The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.9130379501730204,1,1066.0,86.0,86,94.19104647698711,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.2793020233511925,1,1072.0,128.0,128,100.05455917649368,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural area. The scene is dominated by a winding, light-gray riverbed or stream that cuts diagonally across the frame f"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2764699179679155,1,1071.0,128.0,128,100.27655035049351,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and the image dimensions are roughly 1000x1000 pixels):

1. **River/Stream** – L"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.266184739768505,1,1066.0,128.0,128,101.0910935661743,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability:** The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9130969196557999,1,1066.0,86.0,86,94.18496344552173,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.2754260711371899,1,1072.0,128.0,128,100.35861967748016,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural area. The scene is dominated by a winding, light-gray riverbed or stream that cuts diagonally across the frame f"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2775657949969172,1,1071.0,128.0,128,100.19053460985066,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and the image dimensions are roughly 1000x1000 pixels):

1. **River/Stream** – L"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.2775615667924285,1,1066.0,128.0,128,100.1908661994031,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability:** The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9111117841675878,1,1066.0,86.0,86,94.39017417448018,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.4460682831704617,1,1072.0,128.0,128,88.51587541866544,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.2752349749207497,1,1071.0,128.0,128,100.37365859413842,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.270069157704711,1,1066.0,128.0,128,100.78191350723264,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
baseline,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.9631042443215847,1,1066.0,91.0,91,94.48613744205939,,"- A winding road cuts through lush green forest and open fields, with a meandering river or stream flowing parallel to it.
- On the left, a small settlement or construction site is visible, featuring buildings and disturbed earth, possibly "
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.272539065219462,1,1072.0,128.0,128,100.58630300510667,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.2755279559642076,1,1071.0,128.0,128,100.35060337289211,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.274314871057868,1,1066.0,128.0,128,100.44613219787763,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
baseline,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9528673253953457,1,1066.0,91.0,91,95.5012283186896,,"- A winding road cuts through lush green forest and open fields, with a meandering river or stream flowing parallel to it.
- On the left, a small settlement or construction site is visible, featuring buildings and disturbed earth, possibly "
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.2749049356207252,1,1072.0,128.0,128,100.39964268997,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.2700597746297717,1,1071.0,128.0,128,100.78265807395765,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.2754589393734932,1,1066.0,128.0,128,100.35603346264814,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
