experiment,image_name,query_idx,query_text,run_idx,elapsed_s,requests_in_call,avg_prompt_tokens,avg_output_tokens,total_output_tokens,throughput_output_tok_per_s,avg_first_token_latency_s,sample_text
baseline,guatemala-volcano_00000003_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6106543829664588,1,1071.0,128.0,128,209.61120327704356,,"- A golf course with green fairways and sand traps, located in the center of the image.
- A small building, possibly a clubhouse, situated on the right side of the golf course.
- A large body of water, likely a lake or pond, located on the "
baseline,guatemala-volcano_00000003_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6096656648442149,1,1066.0,128.0,128,209.9511377809135,,"Based on the aerial image provided, here are several potential hazards and risks that can be inferred:

- **Environmental Degradation and Soil Erosion**: The most significant risk is the visible degradation of the land. The large, irregular"
baseline,guatemala-volcano_00000003_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.4392951373010874,1,1066.0,86.0,86,195.76815834648468,,"- Aerial view of a golf course nestled in a lush, green, forested area with winding fairways and sand traps.
- The course is surrounded by dense trees and appears to be on a hillside, with a small building visible near the center.
- The lan"
baseline,guatemala-volcano_00000003_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6105664568021894,1,1072.0,128.0,128,209.64138886763197,,"This is an aerial, high-angle photograph of a golf course nestled within a dense, forested mountainous landscape. The image captures the course's layout and its integration with the surrounding natural environment.

The scene is dominated b"
baseline,guatemala-volcano_00000003_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.610232344828546,1,1071.0,128.0,128,209.75617088268817,,"- A golf course with green fairways and sand traps, located in the center of the image.
- A small building, possibly a clubhouse, situated on the right side of the golf course.
- A large body of water, likely a lake or pond, located on the "
baseline,guatemala-volcano_00000003_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6117606936022639,1,1066.0,128.0,128,209.23214148704227,,"Based on the aerial image provided, here are several potential hazards and risks that can be inferred:

- **Environmental Degradation and Soil Erosion**: The most significant risk is the visible degradation of the land. The large, irregular"
baseline,guatemala-volcano_00000003_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.4399580890312791,1,1066.0,86.0,86,195.47316470384473,,"- Aerial view of a golf course nestled in a lush, green, forested area with winding fairways and sand traps.
- The course is surrounded by dense trees and appears to be on a hillside, with a small building visible near the center.
- The lan"
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.7941158963367343,1,1072.0,128.0,128,161.18554053692347,,"This is an aerial photograph taken from a high vantage point, capturing a dramatic and complex landscape. The image is dominated by a large, swirling mass of white and grey clouds that obscure a significant portion of the scene, creating a "
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6106893289834261,1,1071.0,128.0,128,209.59920850929734,,"Based on the image provided, here are the top 10 visible objects and their locations:

- **Clouds** - The most prominent feature, covering the upper portion of the image and partially obscuring the landscape.
- **Lava flow** - The dark, tex"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,0.6103811264038086,1,1066.0,128.0,128,209.70504241200817,,"Based on the visual evidence in the image, several potential hazards and risks can be inferred:

- **Volcanic Activity**: The most significant hazard is likely volcanic. The dark, rugged terrain with its distinct, flowing patterns is charac"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.3698774864897132,1,1066.0,69.0,69,186.54825589639933,,"- Aerial view showing a rugged, volcanic landscape with dark, cracked earth and smoke rising from the terrain.
- A patch of green, terraced agricultural land is visible on the right side of the image.
- Thick clouds or fog partially obscure"
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.6105351969599724,1,1072.0,128.0,128,209.65212265787173,,"This is an aerial photograph taken from a high vantage point, capturing a dramatic and complex landscape. The image is dominated by a large, swirling mass of white and grey clouds that obscure a significant portion of the scene, creating a "
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6110521936789155,1,1071.0,128.0,128,209.47474098629797,,"Based on the image provided, here are the top 10 visible objects and their locations:

- **Clouds** - The most prominent feature, covering the upper portion of the image and partially obscuring the landscape.
- **Lava flow** - The dark, tex"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6085331225767732,1,1066.0,128.0,128,210.3418782826425,,"Based on the visual evidence in the image, several potential hazards and risks can be inferred:

- **Volcanic Activity**: The most significant hazard is likely volcanic. The dark, rugged terrain with its distinct, flowing patterns is charac"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.3691171780228615,1,1066.0,69.0,69,186.93250845054533,,"- Aerial view showing a rugged, volcanic landscape with dark, cracked earth and smoke rising from the terrain.
- A patch of green, terraced agricultural land is visible on the right side of the image.
- Thick clouds or fog partially obscure"
baseline,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6104904236271977,1,1072.0,128.0,128,209.66749853256422,,"This is an aerial photograph taken from a high vantage point, capturing a dramatic and complex landscape. The image is dominated by a large, swirling mass of white and grey clouds that obscure a significant portion of the scene, creating a "
baseline,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.610721399076283,1,1071.0,128.0,128,209.58820207315512,,"Based on the image provided, here are the top 10 visible objects and their locations:

- **Clouds** - The most prominent feature, covering the upper portion of the image and partially obscuring the landscape.
- **Lava flow** - The dark, tex"
baseline,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6110352231189609,1,1066.0,128.0,128,209.48055882382417,,"Based on the visual evidence in the image, several potential hazards and risks can be inferred:

- **Volcanic Activity**: The most significant hazard is likely volcanic. The dark, rugged terrain with its distinct, flowing patterns is charac"
baseline,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.37074179854243994,1,1066.0,69.0,69,186.11335509314407,,"- Aerial view showing a rugged, volcanic landscape with dark, cracked earth and smoke rising from the terrain.
- A patch of green, terraced agricultural land is visible on the right side of the image.
- Thick clouds or fog partially obscure"
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.795721092261374,1,1072.0,128.0,128,160.86038342434094,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6082900324836373,1,1071.0,128.0,128,210.42593691265708,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,0.6086360160261393,1,1066.0,128.0,128,210.30631876787052,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.3736774083226919,1,1066.0,70.0,70,187.32735359679808,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, including forests and cultivated fields.
- The layout suggests a well-organized f"
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.6101414430886507,1,1072.0,128.0,128,209.78742134289377,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6102901343256235,1,1071.0,128.0,128,209.73630868446077,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6099835941568017,1,1066.0,128.0,128,209.84170922980013,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.3744727233424783,1,1066.0,70.0,70,186.92950283585998,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, including forests and cultivated fields.
- The layout suggests a well-organized f"
baseline,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6106836879625916,1,1072.0,128.0,128,209.60114462373005,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
baseline,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.6107332510873675,1,1071.0,128.0,128,209.58413476277084,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
baseline,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6109433295205235,1,1066.0,128.0,128,209.51206734748394,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
baseline,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.37450843024998903,1,1066.0,70.0,70,186.91168034127864,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, including forests and cultivated fields.
- The layout suggests a well-organized f"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.7865655040368438,1,1072.0,128.0,128,162.7327912844806,,"This is an aerial, high-angle photograph of a landscape, likely taken by a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, and"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6103672087192535,1,1071.0,128.0,128,209.70982413780897,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,0.6106207175180316,1,1066.0,128.0,128,209.62275980460845,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.38282901979982853,1,1066.0,72.0,72,188.0735165731348,,"- A large area of mud and debris has been washed into a valley, indicating a significant landslide or flood.
- A small building complex with a red roof is located near the affected area, surrounded by green vegetation.
- The surrounding lan"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.6110815797001123,1,1072.0,128.0,128,209.4646676517657,,"This is an aerial, high-angle photograph of a landscape, likely taken by a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, and"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6110514625906944,1,1071.0,128.0,128,209.47499161087728,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6106010721996427,1,1066.0,128.0,128,209.6295041521791,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.3831630013883114,1,1066.0,72.0,72,187.9095834908981,,"- A large area of mud and debris has been washed into a valley, indicating a significant landslide or flood.
- A small building complex with a red roof is located near the affected area, surrounded by green vegetation.
- The surrounding lan"
baseline,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6108798589557409,1,1072.0,128.0,128,209.53383570184752,,"This is an aerial, high-angle photograph of a landscape, likely taken by a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, and"
baseline,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.6089493688195944,1,1071.0,128.0,128,210.19809947109235,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
baseline,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6116455150768161,1,1066.0,128.0,128,209.27154184057832,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
baseline,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.38290039356797934,1,1066.0,72.0,72,188.03845911225807,,"- A large area of mud and debris has been washed into a valley, indicating a significant landslide or flood.
- A small building complex with a red roof is located near the affected area, surrounded by green vegetation.
- The surrounding lan"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.7926582004874945,1,1072.0,128.0,128,161.48196022103656,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks showing signs of erosion and sediment. The surround"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6121836733072996,1,1071.0,128.0,128,209.0875754795693,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,0.6123916963115335,1,1066.0,128.0,128,209.0165506340967,,"Based on the visual information in this satellite image, several potential hazards and risks can be inferred:

- **Riverbank Erosion and Flooding**: The most prominent feature is the river, which appears to be flowing through a steep, rugge"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.33090632129460573,1,1066.0,59.0,59,178.29819560162565,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.6122931502759457,1,1072.0,128.0,128,209.0501909784774,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks showing signs of erosion and sediment. The surround"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6122120264917612,1,1071.0,128.0,128,209.0778920719594,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6129944352433085,1,1066.0,128.0,128,208.8110309666914,,"Based on the visual information in this satellite image, several potential hazards and risks can be inferred:

- **Riverbank Erosion and Flooding**: The most prominent feature is the river, which appears to be flowing through a steep, rugge"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.33074366487562656,1,1066.0,59.0,59,178.3858808669441,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
baseline,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6126213101670146,1,1072.0,128.0,128,208.93821007484095,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks showing signs of erosion and sediment. The surround"
baseline,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.6132139302790165,1,1071.0,128.0,128,208.73628872351145,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
baseline,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6144897025078535,1,1066.0,128.0,128,208.30292107029098,,"Based on the visual information in this satellite image, several potential hazards and risks can be inferred:

- **Riverbank Erosion and Flooding**: The most prominent feature is the river, which appears to be flowing through a steep, rugge"
baseline,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.33181706443428993,1,1066.0,59.0,59,177.80881794186274,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.7973303142935038,1,1072.0,128.0,128,160.5357249127269,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6153412023559213,1,1071.0,128.0,128,208.0146746389382,,"- Road: The road is located on the left side of the image, running from the top left to the bottom left.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is locate"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,0.6158557552844286,1,1066.0,128.0,128,207.84087653915665,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
baseline,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,0.3150270227342844,1,1066.0,55.0,55,174.58819730011163,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.618542374111712,1,1072.0,128.0,128,206.9381264037418,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.6153942914679646,1,1071.0,128.0,128,207.99672953525155,,"- Road: The road is located on the left side of the image, running from the top left to the bottom left.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is locate"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.6151404827833176,1,1066.0,128.0,128,208.0825495679299,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
baseline,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.3146677538752556,1,1066.0,55.0,55,174.78753168271498,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
baseline,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.6227432852610946,1,1072.0,128.0,128,205.54216003522873,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
baseline,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.6147874956950545,1,1071.0,128.0,128,208.20202248142382,,"- Road: The road is located on the left side of the image, running from the top left to the bottom left.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is locate"
baseline,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.6150539079681039,1,1066.0,128.0,128,208.11183920912174,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
baseline,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.3173546828329563,1,1066.0,55.0,55,173.30766796641205,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
baseline,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,0.7969010807573795,1,1072.0,128.0,128,160.62219400976096,,"This is an aerial, high-angle photograph of a lush, mountainous landscape, likely taken from a satellite or drone. The scene is dominated by a winding river that cuts through the terrain, with a road following its path. The image is partial"
baseline,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,0.6269220244139433,1,1071.0,128.0,128,204.17212191525164,,"- Road: The road is located on the left side of the image, running from the top left corner to the bottom left corner.
- River: The river is located in the center of the image, flowing from the top right corner to the bottom right corner.
-"
